 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
7149720.0,https://www.abc.net.au/news/7149720,"Fact Check: Has the number of children in detention dropped from 2,000 to about 75 under the Coalition?","Prime Minister Malcolm Turnbull claims that, since the Coalition came to power three years ago, more than 95 per cent of kids have been removed from immigration detention.",Malcolm Turnbull,Overreach,Liberal,Immigration,"Asylum seekers, detention",Thu Feb 25 07:01:49 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-25 07:01:49,,
7171252.0,https://www.abc.net.au/news/7171252,Fact Check: Is Labor's schools policy fully funded?,"Shadow Treasurer Chris Bowen claims that Labor's decade-long schools policy, ""your child, our future"", is fully funded through future budget savings.",Chris Bowen,Rose coloured,Liberal,Education,,Tue Mar 01 07:12:23 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-01 07:12:23,,
7177866.0,https://www.abc.net.au/news/7177866,Fact check: Are Indigenous children 10 times more likely than non-Indigenous children to be living out of home?,"Greens Senator Sarah Hanson-Young claims that, compared to non-Indigenous children, Indigenous kids are far more likely to be living in formal out-of-home care.",Sarah Hanson Young,Fair Call,Greens,Social Issues,Indigenous,Wed Apr 13 06:21:18 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-04-13 06:21:18,,
7180812.0,https://www.abc.net.au/news/7180812,Fact check: Do most negative gearers earn a modest income?,"Treasurer Scott Morrison claims Australians on modest incomes make up the ""vast majority"" of negative gearers — with two-thirds earning a taxable income of $80,000 or less, and a similar proportion owning just one property.",Scott Morrison,Selective,Liberal,Economy,"property, negative gearing",Thu Mar 03 07:31:45 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-03 07:31:45,,
7196360.0,https://www.abc.net.au/news/7196360,Fact check: Did defence spending under Labor drop to its lowest level since 1938?,"Prime Minister Malcolm Turnbull claims the previous Labor government let defence spending, measured as a share of GDP, fall to pre-World War II levels.",Malcolm Turnbull,Not the full story,Liberal,Defence,defence,Wed Feb 24 16:37:21 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-24 16:37:21,,
7203556.0,https://www.abc.net.au/news/7203556,Fact check: What do the proposed Senate voting changes mean for above the line voting?,Liberal Democratic Senator David Leyonhjelm claims the Government's proposed changes to Senate voting — to abolish group voting tickets and introduce optional preferential voting above the line — will make it near impossible for small parties to win a seat.,David Leyonhjelm,Overstated,Independent,Politics,Politics,Thu Mar 10 17:26:51 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-10 17:26:51,,
7225790.0,https://www.abc.net.au/news/7225790,Fact check: Do world class cities lack lockout laws?,"Campaigners say Sydney is out of step with comparable international cities, which they claim do not have lockout laws. ",Tyson Koh,Exaggerated,Industry,Law and Order,Legislation,Wed Mar 16 06:42:59 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-16 06:42:59,,
7232258.0,https://www.abc.net.au/news/7232258,Fact check: Why Michaelia Cash's claims on 457 visas get mixed verdicts,"Employment Minister Michaelia Cash says the number of migrant workers on 457 visas doubled under Labor then fell under the Coalition, accounting for less than one per cent of Australia's workforce in 2016. Is she correct?",Michaelia Cash,"Correct, Cherrypicking",Liberal,Immigration,457 Visa,Wed Mar 23 06:26:27 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-23 06:26:27,,
7244972.0,https://www.abc.net.au/news/7244972,Fact check: Did the Greens win the seat of Melbourne in 2013 in their own right without having to rely on Liberal preferences?,"Greens MP Adam Bandt has accused Labor of ""begging"" the Liberals for voter preferences in the leadup to the 2016 election, claiming he retained his Melbourne seat in 2013 under his own steam, without Liberal preference flows.",Adam Bandt,Overstated,Greens,Politics,"politicsm, preferences ",Thu May 12 07:13:25 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-05-12 07:13:25,,
7245264.0,https://www.abc.net.au/news/7245264,Fact check: Is Labor's increased tobacco excise a 'workers tax'?,"Former prime minister Tony Abbott claimed that if Labor wins the 2016 election they will bring in five new taxes, including ""a tax on every worker having a smoko"".",Tony Abbott,Spin,Liberal,Economy,tobacco tax,Thu Mar 31 07:18:33 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-31 07:18:33,,
7253846.0,https://www.abc.net.au/news/7253846,Fact check: Did the 2015-16 Women's Big Bash League attract more viewers than the men's A-League?,"The inaugural Women's Big Bash League cricket competition scored a bigger TV audience than the men's A-League soccer season, the vice-captain of the Australian women's cricket team claims. ",Alex Blackwell,Fair Call,Industry,Sport,Sports,Sun Apr 03 16:57:54 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-04-03 16:57:54,,
7254880.0,https://www.abc.net.au/news/7254880,Fact check: Have firearm homicides and suicides dropped since Port Arthur as a result of John Howard's reforms?,"Nearly twenty years after the Port Arthur massacre, John Howard, the prime minister who overhauled gun laws, claims they led to significant falls in gun-related homicides and a 74 per cent fall in gun-related suicide rates.",John Howard,Not cut and dried,Liberal,Law and Order,"Gun laws, firearms",Thu Apr 28 06:50:52 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-04-28 06:50:52,,
7255276.0,https://www.abc.net.au/news/7255276,Fact check: Did some crossbench Senators get more votes than Government ministers in 2013?,"In response to claims that independent and minor-party senators gained more personal votes than Government ministers in 2013, Fact Check asks whether below-the-line votes can be used as a measure of ""personal"" support.",Senators,Misleading,Independent,Politics,Politics,Thu Mar 17 17:04:57 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-03-17 17:04:57,,
7284138.0,https://www.abc.net.au/news/7284138,Fact check: Has the Coalition taken billions of dollars from hospitals and not put it back?,"Victorian Premier Daniel Andrews claims hospitals have been shortchanged by the federal Coalition Government's new three-year funding deal, which he says does not return billions of dollars taken from the states and territories by the 2014 budget.",Daniel Andrews,Exaggerated,Labor,Budget(s),Hospital,Fri Apr 08 06:30:57 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-04-08 06:30:57,,
7310994.0,https://www.abc.net.au/news/7310994,Fact check: Did industrial disputes fall under the ABCC and rise after it was abolished?,"Employment Minister Michaelia Cash says industrial action in the construction sector fell after the Howard Government introduced a new building regulator, the Australian Building and Construction Commission and doubled after Labor abolished it.",Michaelia Cash,"Yes, but more to it",Liberal,Employment,,Fri Apr 15 06:42:45 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-04-15 06:42:45,,
7340868.0,https://www.abc.net.au/news/7340868,Fact check: Would building workers have less rights than ice dealers under ABCC laws?,"The CFMEU claims that if the Coalition re-establishes the Australian Building and Construction Commission, a worker will have ""less rights than an ice dealer"".",CFMEU,Nonsense,Unions,Employment,legislation,Wed Apr 27 06:18:47 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-04-27 06:18:47,,
7400702.0,https://www.abc.net.au/news/7400702,Fact check: Did the budget take from working mums and give tax cuts to millionaires?,"Labor Opposition Leader Bill Shorten claims the 2016 federal budget will boost the take-home pay of millionaires while cutting payments for working mums, arguing that a mother earning $65,000 with two kids at high school would lose more than $4,500 in government payments.",Bill Shorten,Misleading,Labor,Budget(s),"Taxation, Social Issues, Mothers' payments, Millioners",Fri May 13 06:28:54 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-05-13 06:28:54,,
7401096.0,https://www.abc.net.au/news/7401096,"Fact check: Do two-thirds of negative gearers earn under $80,000?","Assistant Treasurer Kelly O'Dwyer argues Labor's negative gearing policy would disadvantage average earners, claiming two-thirds of negative gearers have incomes of $80,000.",Kelly O'Dwyer,Exaggerated,Liberal,Economy,Taxation,Wed May 11 06:23:15 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-05-11 06:23:15,,
